image_index,edsr_mse,edsr_psnr,edsr_ssim,bicubic_mse,bicubic_psnr,bicubic_ssim,psnr_improvement,ssim_improvement,mse_reduction
108,0.0005937152891419828,32.264217671350835,0.8517900207634452,0.0007119380170479417,31.475578153881795,0.8157770625484565,0.7886395174690399,0.03601295821498873,0.00011822272790595889
109,0.00032817956525832415,34.83888464635282,0.8717251600146001,0.0003614543820731342,34.419465057388535,0.8533453110586641,0.41941958896428133,0.01837984895593603,3.327481681481004e-05
110,0.00043313339119777083,33.63378334270755,0.8526654097058982,0.00047479855129495263,33.234906148344805,0.8296486914441131,0.39887719436274693,0.023016718261785085,4.16651600971818e-05
111,0.0003960494650527835,34.0225056897883,0.889678333949541,0.00045212317490950227,33.44743231348006,0.8688413890875081,0.5750733763082394,0.020836944862032913,5.607370985671878e-05
112,0.00034482256160117686,34.62404326204822,0.8891362778017937,0.00036555645056068897,34.37045548189097,0.876793090159084,0.2535877801572468,0.012343187642709696,2.0733888959512115e-05
113,0.00042471420601941645,33.71903212301858,0.8850528234113468,0.00045265877270139754,33.44229058417558,0.8740076099766318,0.2767415388429981,0.011045213434714984,2.7944566681981087e-05
114,0.0006512397085316479,31.86259126745366,0.8520182338128148,0.000752708874642849,31.23372963485194,0.818841786752724,0.6288616326017191,0.03317644706009082,0.00010146916611120105
115,0.00046838156413286924,33.29400207436,0.840862278775957,0.0005299383774399757,32.757746283118806,0.8125639069427358,0.5362557912411958,0.028298371833221148,6.15568133071065e-05
116,0.00029764490318484604,35.26301549825308,0.8998682176140136,0.00033138899016194046,34.79661924375777,0.8838714837087621,0.4663962544953151,0.01599673390525147,3.374408697709441e-05
117,0.0005562161677516997,32.547563914817516,0.8828041612137603,0.0006096197757869959,32.149409531253745,0.8619567350873097,0.39815438356377086,0.02084742612645052,5.34036080352962e-05
118,0.0005084603326395154,32.937429227564664,0.8658151611219449,0.0005836291238665581,32.33863044367777,0.8368113517673024,0.5987987838868918,0.02900380935464253,7.516879122704268e-05
119,0.0001850281551014632,37.32762181462719,0.9304882644224404,0.00020956942171324044,36.7867208499938,0.9168278935733427,0.5409009646333942,0.013660370849097658,2.4541266611777246e-05
120,0.00029002284281887114,35.37567794792436,0.8720741632285116,0.00031717875390313566,34.9869591142902,0.8534918390079288,0.38871883363415805,0.018582324220582813,2.7155911084264517e-05
121,0.0003293581248726696,34.823316185627036,0.8949295227871135,0.00036569745861925185,34.36878057740901,0.8778433556479743,0.4545356082180234,0.01708616713913913,3.633933374658227e-05
122,0.00048381934175267816,33.15316773740672,0.8438546190812214,0.0005433626938611269,32.649101826395736,0.8160271290915592,0.5040659110109829,0.027827489989662224,5.9543352108448744e-05
123,0.0006947332294657826,31.58181928089096,0.8975129261088006,0.0008454038761556149,30.729357652731043,0.8695742145964542,0.8524616281599187,0.027938711512346392,0.0001506706466898322
124,0.0008247863734140992,30.83658522797224,0.8254174039091187,0.0008911914192140102,30.500290037299806,0.8014239951479912,0.3362951906724341,0.023993408761127433,6.640504579991102e-05
125,0.00022831468959338963,36.41466145434353,0.8969036374736434,0.0002504324074834585,36.013094714658294,0.8815069968369909,0.4015667396852365,0.015396640636652581,2.211771789006889e-05
126,0.00031098557519726455,35.072597548880104,0.9031180858339747,0.0003894805267918855,34.09514251260337,0.8748818429715549,0.9774550362767371,0.02823624286241977,7.849495159462094e-05
127,0.0006140038603916764,32.11828898335164,0.887815628742706,0.000760114227887243,31.191211382278873,0.8534237947742814,0.9270776010727673,0.0343918339684246,0.0001461103674955666
128,0.0005140939028933644,32.8895754679523,0.8798442133163122,0.0006000372231937945,32.218218074059706,0.8562495934099964,0.6713573938925919,0.02359461990631584,8.594332030043006e-05
129,0.0002577765262685716,35.88756633050044,0.9106291582268777,0.00031434782431460917,35.02589541171689,0.8914778783516465,0.8616709187835525,0.019151279875231242,5.6571298046037555e-05
130,0.0002466495498083532,36.07919672887534,0.9077577438908306,0.00027329966542311013,35.63360899975785,0.8924828217519416,0.44558772911749145,0.015274922138889035,2.6650115614756942e-05
131,0.00023944364511407912,36.207966847375246,0.8900650921238907,0.00026574451476335526,35.75535690991278,0.8735294165537117,0.45260993746246925,0.016535675570178987,2.6300869649276137e-05
